"","id","evidence","claim","label","topic_ip","question"
"3617",8762,"Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) is easily transmitted from person to person, which has fueled the ongoing pandemic.","Currently there is no evidence to support transmission of COVID-19 associated with food.","Supports",90,"Can COVID-19 spread through food?"
"3618",4772,"Although COVID-19 can be rapidly diagnosed, efficient clinical treatment of COVID-19 remains unavailable, resulting in high fatality.","While there is no clear evidence that vitamin C is capable of treating patients with coronavirus, maintaining vitamin C levels in the body could help manage the symptoms.","Neutral",51,"Does Vitamin C impact COVID-19 prevention and treatment?"
"3619",142,"The results obtained from various AI-enabled experiments using clustering algorithms demonstrate that all examined COVID-19 virus genomes belong to a cluster that also contains bat and pangolin coronavirus genomes.","The origin of the Covid-19 virus is still unclear","Refutes",1,"what is the origin of COVID-19"
"3620",11673," current evidence did not confirm the concern that ACEI/ARB exposure is harmful in patientswith COVID-19 infection. This study supports the current guidelines that discourage discontinuation of ACEIs or ARBs in COVID-19 patients and the setting of the COVID-19 pandemic","For example, patients with [high blood pressure] or diabetes have worse outcomes with COVID-19","Neutral",20,"are patients taking Angiotensin-converting enzyme inhibitors (ACE) inhibitors at increased risk for COVID-19?"
"3621",971,"We show that the delay between exposure and detection of infection complicates the estimation of weather impact on COVID-19 transmission, potentially explaining significant variability in results to-date","Hot Weather May Make It Harder for Coronavirus to Survive.","Neutral",2,"how does the coronavirus respond to changes in the weather"
"3622",4194,"In Middle East, the recovery rate (r= 0.267) and mortality rate (r= -0.217) showed a medium correlation.","No evidence' that vitamin D can prevent or treat COVID-19","Refutes",42,"Does Vitamin D impact COVID-19 prevention and treatment?"
"3623",2804,"hydroxychloroquine with or without azithromycin showed benefits in positive-to-negative conversion of SARS-CoV-2 (odds ratio [OR], 1.95 [95% CI,0.19 to 19.73] and a reduction in progression rate (OR, 0.89 [95% CI, 0.58 to 1.37]), but without demonstrating any statistical significance.","They conclude strongly that physicians should avoid using either hydroxychloroquine or chloroquine to treat COVID-19","Neutral",28,"does hydroxychloroquine treat COVID-19?"
"3624",6208,"This analysis may help to create a new ethno-drug formulation for preventing or curing the COVID-19","Compounds in tea may help ward off cancers, but don't drink tea that's too hot, especially when drinking alcohol or smoking. ","Neutral",58,"Can drinking hot green tea help in preventing COVID-19?"
"3625",4981,"Dietary supplementation has not been linked to COVID-19 prevention.","A vaccine to cure the disease is available","Neutral",51,"Does Vitamin C impact COVID-19 prevention and treatment?"
"3626",3384,"A principal defence against uncontrolled inflammation, and against viral infection in general, is provided by T regulatory lymphocytes (Tregs). Treg levels have been reported to be low in many COVID-19 patients and can be increased by vitamin D supplementation. Low vitamin D levels have been associated with an increase in inflammatory cytokines and a significantly increased risk of pneumonia and viral upper respiratory tract infections. Vitamin D deficiency is associated with an increase in thrombotic episodes, which are frequently observed in COVID-19. Vitamin D deficiency has been found to occur more frequently in patients with obesity and diabetes. These conditions are reported to carry a higher mortality in COVID-19. If vitamin D does in fact reduce the severity of COVID-19 in regard to pneumonia/ARDS, inflammation, inflammatory cytokines and thrombosis, it is our opinion that supplements would offer a relatively easy option to decrease the impact of the pandemic.","vitamin D deficiency may be linked to higher mortality rates from COVID-19.","Supports",42,"Does Vitamin D impact COVID-19 prevention and treatment?"
"3627",2802,"hydroxychloroquine with or without azithromycin showed benefits in positive-to-negative conversion of SARS-CoV-2 (odds ratio [OR], 1.95 [95% CI,0.19 to 19.73] and a reduction in progression rate (OR, 0.89 [95% CI, 0.58 to 1.37]), but without demonstrating any statistical significance.","Hydroxychloroquine is a medication that doctors prescribe to treat a variety of conditions, including malaria, arthritis, and lupus.","Neutral",28,"does hydroxychloroquine treat COVID-19?"
"3628",1158,"in northern China the negative effects of rising temperature on COVID-19 is counteracted by aggravated air pollution","Cold weather kills coronavirus 2019 and 13 other COVID-19","Neutral",2,"how does the coronavirus respond to changes in the weather"
"3629",2402,"social distancing is associated with a statistically-significant reduction in the doubling rate for all but three states.","Additionally, even if you are low risk (healthy, young), social distancing can reduce your risk of contracting COVID-19 and passing it on to someone around you that is at risk.","Supports",10,"has social distancing had an impact on slowing the spread of COVID-19?"
"3630",3548,"Vitamin D dose was not significantly associated with testing positive for COVID-19.","The role of vitamin D supplementation in the prevention or treatment of COVID-19 is not known.","Supports",42,"Does Vitamin D impact COVID-19 prevention and treatment?"
"3631",4905,"Dietary supplementation has not been linked to COVID-19 prevention.","Vitamin and minerals that can help with coronavirus if you're not getting enough Vitamin D Vitamin D supplements, taken daily in moderate doses, may help to reduce the risk of respiratory infections and viruses such as influenza A in children and adults who are deficient (< 20 ng/mL) or severely deficient (< 10 ng/mL) in vitamin D","Refutes",51,"Does Vitamin C impact COVID-19 prevention and treatment?"
"3632",4297,"It would therefore be reasonable to suggest that consistent widespread use of face masks in the community could prevent further spread of the Severe Acute Respiratory Syndrome-Coronavirus 2 (SARS-CoV-2).","In general, the more closely you interact with others and the longer that interaction, the higher the risk of COVID-19 spread.","Supports",44,"How much impact do masks have on preventing the spread of the COVID-19?"
"3633",9037,"Coronavirus disease-19 (COVID-19) caused by the severe acute respiratory syndrome coronavirus-2 (SARS-CoV-2) is now a pandemic threat. This virus is supposed to be spread by human to human transmission. ","Coronavirus: No proof yet that pets can get COVID-19 from owners","Supports",95,"Can animals spread COVID-19 to people?"
"3634",8977,"we serially analysed immune responses in 113 COVID-19 patients with moderate (non-ICU) and severe (ICU) disease.","reinfection can occur a few months after recovering from an initial bout of COVID-19.","Neutral",93,"Are you immune to COVID-19 after recovering from it?"
"3635",10822,"In this new study, human coronavirus 229E was rapidly inactivated on a range of copper alloys (within a few minutes for simulated fingertip contamination) and Cu/Zn brasses were very effective at lower copper concentration.","Depending on the material, the coronavirus can last on surfaces like countertops and doorknobs anywhere from several hours to days.","Refutes",16,"touching a contaminated surface will not make you sick"
"3636",6948,"There is evidence that SARS-CoV-2 can infect felines, dogs and minks, and there is evidence of human-to-animal infection.","There is no reports of pets being infected with the virus that causes COVID-19 after being in contact with people who were positive for COVID-19.","Refutes",67,"Can animals spread COVID-19?"
"3637",5746,"Two recent studies have suggested a link between the BCG vaccination policy and the morbidity and mortality due to COVID-19.","Can a vaccine from 1921 save lives from Covid-19? No Absolutely not","Refutes",54,"can bcg vaccine cure covid-19"
"3638",1105,"Temperature is the most influential parameter that reduces the growth at the rate of 13-16 cases/day with a 1{degrees}C rise in temperature","Another 2,034 coronavirus cases were reported in North Carolina on Friday, the second straight day the state has topped 2,000 new cases.","Neutral",2,"how does the coronavirus respond to changes in the weather"
"3639",2211,"the centralized social distancing is necessary to minimize the pandemic spreading.","COVID-19 spreads mainly among people who are in close contact (within about 6 feet) for a prolonged period.","Supports",10,"has social distancing had an impact on slowing the spread of COVID-19?"
"3640",5839,"Is drinking a healthy way of coping? No.","Alcohol does not disinfect the mouth or provide protection.","Supports",55,"Can drinking alcohol help in preventing COVID-19?"
"3641",10560,"The risk of transmission via touching contaminated paper is low.","The virus that causes COVID-19 can remain more stable plastic","Neutral",16,"touching a contaminated surface will not make you sick"
"3642",7489,"However, available data from limited studies show administration of recombinant ACE2 improves lung damage caused by respiratory viruses, suggesting ibuprofen use may be beneficial in COVID-19 disease. ","there is no scientifc evidence that ibuprofen and other drugs like it, can make you sicker if you have covid-19","Supports",69,"Can taking medication to lower fever, such as paracetamol (tylenol) and ibuprofen (advil) worsen COVID-19?"
"3643",4766,"Although COVID-19 can be rapidly diagnosed, efficient clinical treatment of COVID-19 remains unavailable, resulting in high fatality.","The coronavirus pandemic can be dramatically slowed, or stopped, with the immediate widespread use of high doses of vitamin C.","Refutes",51,"Does Vitamin C impact COVID-19 prevention and treatment?"
"3644",7332,"For NSAIDs, there is no clear scientific evidence linking ibuprofen and other NSAIDs to worsening of COVID-19;","Does ibuprofen make coronavirus worse? the answer NO","Supports",69,"Can taking medication to lower fever, such as paracetamol (tylenol) and ibuprofen (advil) worsen COVID-19?"
"3645",9013,"Several studies suggest that acquired immunity may protect upon further exposure to SARSCOV2","Immunity after recovery from COVID-19? Yes","Supports",93,"Are you immune to COVID-19 after recovering from it?"
"3646",8158,"We also demonstrated that three brands of medical masks blocked over 99% viruses in aerosols. The avian coronavirus was completely inactivated after being steamed for 5 minutes.","Using masks in public may help reduce the spread from people who don't have symptoms. Non-medical cloth masks are recommended for the public. Surgical masks and N-95 respirators are in short supply and should be reserved for health care providers.","Supports",82,"Can face masks protect me from the coronavirus disease?"
"3647",3334,"A principal defence against uncontrolled inflammation, and against viral infection in general, is provided by T regulatory lymphocytes (Tregs). Treg levels have been reported to be low in many COVID-19 patients and can be increased by vitamin D supplementation. Low vitamin D levels have been associated with an increase in inflammatory cytokines and a significantly increased risk of pneumonia and viral upper respiratory tract infections. Vitamin D deficiency is associated with an increase in thrombotic episodes, which are frequently observed in COVID-19. Vitamin D deficiency has been found to occur more frequently in patients with obesity and diabetes. These conditions are reported to carry a higher mortality in COVID-19. If vitamin D does in fact reduce the severity of COVID-19 in regard to pneumonia/ARDS, inflammation, inflammatory cytokines and thrombosis, it is our opinion that supplements would offer a relatively easy option to decrease the impact of the pandemic.","Because people are advised to stay at home as much as possible, people sould take vitamin D supplements through summer and autumn during this pandemic to prevent covid-19.","Supports",42,"Does Vitamin D impact COVID-19 prevention and treatment?"
"3648",10434,"Frequent touching of contaminated surfaces in public areas is therefore a potential route of SARS-CoV-2 transmission.","SARS-CoV-2, can live on surfaces and it can live for varying lengths of time on different surfaces.","Neutral",16,"touching a contaminated surface will not make you sick"
"3649",5451,"This study 1) illustrates transmission routes of Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2); 2) addresses controversies surrounding the mask from perspectives of attitude, effectiveness, and necessity of wearing the mask with evidence that the use of mask would effectively interrupt the transmission of infectious diseases in both hospital settings and community settings; and 3) provides suggestion that the public should wear the mask during COVID-19 pandemic according to local context."," A face covering can prevent people who are asymptomatic carriers of Covid-19 from spreading the virus","Supports",53,"Can wearing masks help in preventing the spread of the coronavirus disease?"
"3650",5647,"the countries with a universal BCG vaccination policy had a mean 131.2 (median 40) cases per million and 4 deaths (median 1) per population. The difference is highly significant (P < 0.001).","BCG have reduced the severity of COVID-19","Supports",54,"can bcg vaccine cure covid-19"
"3651",263,"Although to date it is considered that Covid19 originates from bats (96.2% overall genome sequence identity) (1), the type of intermediate animals that caused the transmission to humans remains unknown (2-4).","coronavirus started at some point before December 2019 in Wuhan, but COVID-19 doesn't come the Wuhan wet market that was initially blamed for the outbreak.","Neutral",1,"what is the origin of COVID-19"
"3652",8206,"Together, this study suggested that medical masks are adequate for use on most social occasions, and both medical masks and N95 masks can be reused for a few days with steam decontamination between use.","Face masks and social distancing measures reduce COVID-19 spread, but they also work against other pathogens.","Supports",82,"Can face masks protect me from the coronavirus disease?"
"3653",237,"Covid19 infection began in Wuhan (Hubei, China) in December, 2019.","The coronavirus, which first sickened people in China in December, is thought to have passed from animals to humans, like many similar pathogens, but nothing has been confirmed yet by any peer-reviewed scientific research, global public health agency or academic expert. ","Supports",1,"what is the origin of COVID-19"
"3654",9814,"The case demonstrate that gastrointestinal symptoms ware not rare in NCIP, and diarrhea could be the initial symptom.","Fever is the first symptom of covid-19","Refutes",119,"Which are the first symptoms of the coronavirus disease?"
"3655",5400,"Evidence that face masks provide effective protection against respiratory infections in the community is scarce. However, face masks are widely used by health workers as part of droplet precautions when caring for patients with respiratory infections. It would therefore be reasonable to suggest that consistent widespread use of face masks in the community could prevent further spread of the Severe Acute Respiratory Syndrome-Coronavirus 2 (SARS-CoV-2).","wearing a face mask that covers both your nose and mouth is one way to fight the spread of covid-19 disease ","Supports",53,"Can wearing masks help in preventing the spread of the coronavirus disease?"
"3656",6742,"Experimental data showed ferrets and cats are highly susceptible to SARS-CoV-2 as infected by virus inoculation and can transmit the virus directly or indirectly by droplets or airborne route.","it appears pets can contract the novel coronavirus from their owners","Supports",67,"Can animals spread COVID-19?"
"3657",11873,"Mortality was significantly associated with older age, lower body mass index, chronic renal disease, higher Sequential Organ Failure Assessment score, lower PaO2/FIO2 ratio, higher D-dimer, higher C-reactive protein, and receipt of mechanical ventilation, vasopressors, renal replacement therapy, or vasodilator therapy.","older people are so much more vulnerable","Supports",21,"what are the mortality rates overall and in specific populations"
"3658",7781,"Cannabis thus joins tobacco as a SARS2-CoV-2 risk factor.","Cannabis can be used as A Potential Way To prevent covid-19","Refutes",75,"Can smoking cannabis (weed) help in preventing COVID-19?"
"3659",8250,"It would therefore be reasonable to suggest that consistent widespread use of face masks in the community could prevent further spread of the Severe Acute Respiratory Syndrome-Coronavirus 2 (SARS-CoV-2).","WEARING a face mask does help protect you from catching Covid-19 and from spreading it to others","Supports",82,"Can face masks protect me from the coronavirus disease?"
"3660",1277,"Results indicated that temperatures had a negative linear relationship with the number of confirmed cases.","In the future, seasonality could lead to worse covid-19 outcomes in the winter, but in the near term, weather is unlikely to prevent SARS-CoV-2 epidemics in the summer. ","Supports",2,"how does the coronavirus respond to changes in the weather"
"3661",4927,"Dietary supplementation has not been linked to COVID-19 prevention.","one possible thing that can help is vitamin C.","Refutes",51,"Does Vitamin C impact COVID-19 prevention and treatment?"
"3662",3270,"The potential risk of cytokine storm in patients with coronavirus disease 2019 (Covid-19) has been described","Cytokine storm is now seen as a likely major cause of mortality in covid-19","Supports",39,"what is a cytokine storm and how is it related to COVID-19?"
"3663",1329,"Each 1 C rise of temperature was associated with a 4.8951% (t = 2.29, p = 0.0226) decrease in the number of daily cumulative confirmed cases of COVID-19","The lower number of COVID-19 cases in tropical countries might be due to warm-humid","Supports",2,"how does the coronavirus respond to changes in the weather"
"3664",13257,"The number of these epitopes and the prevalence of the common coronaviruses suggest that a large part of the world population has some degree of specific immunity against SARS-CoV-2 already, even without having been infected by that virus.","Can you boost your immune system to fight COVID-19? We don't yet know how to fully prevent or manage the damage caused by COVID-19, the disease caused by a coronavirus that is new to us all.","Neutral",3,"will SARS-CoV2 infected people develop immunity?"
"3665",13793,"Knowledge of the molecular mechanisms of viral cycles and immunity is an important prerequisite for the development of vaccination strategies and development of effective drugs.","COVID-19 patients who are 80 or older are hundreds of times more likely to die than those under 40. That's partly because they are more likely to have underlying conditions - like diabetes and lung disease - that seem to make the body more vulnerable to COVID-19.","Neutral",3,"will SARS-CoV2 infected people develop immunity?"
"3666",11438,"By extrapolating effectiveness of hand sanitizers on viruses of similar structure to SARS-CoV-2, this virus should be effectively inactivated with current hand hygiene products","alcohol-based hand sanitizers recommended by the World Health Organization (WHO) are effective in killing the novel coronavirus.","Supports",19,"what hand sanitizers kill COVID-19?"
"3667",11804,"A confirmed SARS-CoV-2 infection substantially increased the probability of death across all patient groups, ranging from nine (6 to 15) times the population mortality in 35-year old infected females to a 53-fold increase (46 to 59) for 95 year old infected males. The highest relative risks were observed among males and older patients.","Early immune responses may be why younger people get less sick from COVID-19","Neutral",21,"what are the mortality rates overall and in specific populations"
"3668",8092,"In this study, we demonstrated, using avian coronavirus of infectious bronchitis virus to mimic SARSCoV2, that medical masks and N95 masks remained their blocking efficacy after being steamed on boiling water even for 2 hours.","A more specialized mask, known as an N95 respirator, can protect against the new coronavirus, also called SARS-CoV-2.","Supports",82,"Can face masks protect me from the coronavirus disease?"
"3669",6552,"Higher genetically proxied BMI and lifetime smoking score were associated with increased risk of sepsis in both UK Biobank (BMI: odds ratio 1.38 per standard deviation increase, 95% confidence interval [CI] 1.27 to 1.51","Nicotine may play an indirect role that makes it harder for the virus to gain to access cells","Refutes",63,"Can smoking help in preventing COVID-19?"
"3670",3744,"A significant negative correlation (p=0.033) has been observed between mean vitamin D levels and COVID-19 cases per one million population in European countries.","Vitamin D and COVID-19: Could low vitamin D levels affect coronavirus","Neutral",42,"Does Vitamin D impact COVID-19 prevention and treatment?"
"3671",9751,"A number of COVIN-19 cases with conjunctivitis or conjunctivitis as the first symptom have been observed in our clinical work.","COVID-19 is different from other coronaviruses that cause mild illness, such as the common cold.","Neutral",119,"Which are the first symptoms of the coronavirus disease?"
"3672",9257,"Here, we review theoretical mechanisms and evidence related to efficacy and safety of select supplements in the setting of COVID-19, including vitamin C, vitamin D, zinc, elderberry, and silver. ","You see, we actually don't have any idea whether a Vitamin D supplement will improve COVID-19 outcomes. We don't even really know if low levels of the vitamin make outcomes worse.","Neutral",101,"Can I take any vitamins or supplements to prevent COVID-19?"
"3673",8028,"Wearing medical masks or N95 masks (namely N95 respirators) can slow the virus spread and reduce the infection risk.","Does Wearing a Mask Protect Me? Some Evidence Says Yes","Refutes",82,"Can face masks protect me from the coronavirus disease?"
"3674",11124,"Herein, we report that nosocomial infection of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) may be mitigated by using surgical masks and closed looped ventilation for both non-critical and critical patients.","Masks offer no protection to the wearer","Neutral",18,"what are the best masks for preventing infection by Covid-19?"
"3675",5961,"In drawing things to a close, we explore the use of technologies such as the Internet of Things (IoT), Unmanned Aerial Vehicles (UAVs), blockchain, Artificial Intelligence (AI), and 5G, among others, to help mitigate the impact of COVID-19 outbreak.","5G networks have lowered people's immune response","Refutes",56,"Can 5G technology cause COVID-19?"
"3676",3585,"testing positive for COVID-19 was associated with increasing age(RR(age<50)=1.05,p<0.021;RR(age[]50)=1.02,p<0.064)), non-white race(RR=2.54,p<0.01) and being likely vitamin D deficient (deficient/treatment-not-increased:RR=1.77,p<0.02) as compared to likely vitamin D sufficient(not-deficient/treatment-not-decreased), with predicted COVID-19 rates in the vitamin D deficient group of 21.6%(95%CI[14.0%-29.2%] ) versus 12.2%(95%CI[8.9%-15.4%]) in the vitamin D sufficient group.","trying to get too much of vitamin d from the sun puts people at risk for skin cancer.","Neutral",42,"Does Vitamin D impact COVID-19 prevention and treatment?"
"3677",14218,"The results suggest the effectiveness of Ribavirin, Remdesivir, Sofosbuvir, Galidesivir, and Tenofovir as potent drugs against SARS-CoV-2 since they tightly bind to its RdRp. In addition, the results suggest guanosine derivative (IDX-184), Setrobuvir, and YAK as top seeds for antiviral treatments with high potential to fight the SARS-CoV-2 strain specifically. ","SARS-CoV-2 can use neuropilin-1, which is strongly expressed by endothelial cells and epithelial cells facing the nasal cavity","Neutral",5,"are there any drugs that work for SARS-CoV or SARS-CoV-2 in animals?"
"3678",9496,"Recent announcements indicated, without sharing any distinct published set of results, that the corticosteroid dexamethasone may reduce mortality of severe COVID-19 patients only.","Dexamethasone can not improve COVID-19 survival","Refutes",112,"Is dexamethasone effective for treating COVID-19?"
"3679",6044,"Content analysis revealed that, of 233 sample tweets, 34.8% (n=81) contained views that 5G and COVID-19 were linked","A conspiracy theory linking 5G wireless networks to the Covid-19 pandemic is spreading. The theory is false.","Refutes",56,"Can 5G technology cause COVID-19?"
"3680",8672,"SARS-CoV-2 vaccines might come too late to affect the first wave of this pandemic, but they might be useful if additional subsequent waves occur or in a post-pandemic perspective in which the virus continues to circulate as a seasonal virus.","Coronavirus still poses a significant threat, but there are no vaccines proven to protect the body against the disease it causes - Covid-19.","Supports",86,"Is there a vaccine for the coronavirus disease?"
"3681",5386,"In late December 2019 in Wuhan, China, several patients with viral pneumonia were identified as 2019 novel coronavirus (2019-nCoV). So far, there are no specific treatments for patients with coronavirus disease-19 (COVID-19), and the treatments available today are based on previous experience with similar viruses such as severe acute respiratory syndrome-related coronavirus (SARS-CoV), Middle East respiratory syndrome coronavirus (MERS-CoV), and Influenza virus.","Boiled Garlic Water For Treatment for COVID-19","Refutes",52,"Does garlic protect against covid-19"
"3682",8944,"Several hospitals in different countries have detected SARS-CoV-2 RNA in the semen and cerebrospinal fluid of patients with severe COVID-19.","Coronavirus can not linger in the body after people recover.","Neutral",93,"Are you immune to COVID-19 after recovering from it?"
"3683",2516,"The various symptoms identified for COVID-19 are fever, dry cough, sore throat, dyspnea, fatigue, myalgia, and headache. Olfactory and gustatory dysfunctions are emerging as a new symptom more in the European patients.","Early symptoms in most COVID-19 patients include fever, myalgia, cough, and sore throat (5), which are common in other acute respiratory virus infections","Supports",26,"what are the early symptoms of COVID-19?"
"3684",7274,"When compared with exclusive paracetamol users, no differences were observed in mortality rates or the need for respiratory support among patients using ibuprofen.","It is safe to take acetaminophen with ibuprofen, and studies show taking them together may even be more effective for certain types of pain than opioid medications.","Supports",69,"Can taking medication to lower fever, such as paracetamol (tylenol) and ibuprofen (advil) worsen COVID-19?"
"3685",6319,"As discussed in this review, till effective vaccines and treatments emerge, it is important to understand the scientific rationale of pandemic-mitigation strategies such as wearing facemasks and social distancing, and implement them.","No, apple cider vinegar does not 'kill' coronavirus","Supports",60,"Can vinegar help in preventing COVID-19?"
"3686",5067,"Thirty-one percent of the guidelines highlighted the importance of minerals and vitamins such as zinc and vitamins C, A, and D to maintain a well-functioning immune system.","Both vitamin C and vitamin D have been implicated in boosting immune response.","Supports",51,"Does Vitamin C impact COVID-19 prevention and treatment?"
"3687",11984,"The cardiovascular system is also affected, with complications including myocardial injury, myocarditis, acute myocardial infarction, heart failure, dysrhythmias, and venous thromboembolic events. Current therapies for COVID-19 may interact with cardiovascular medications.","The coronavirus can impact the heart muscle long after diagnosis. Long-term COVID-19.","Neutral",22,"are heart complications likely in patients with COVID-19?"
"3688",3132,"remdesivir is not sufficient on its own and may be suitable in combination with other antivirals or treatments such as convalescent plasma.","remdesivir was superior to placebo in shortening the time to recovery in adults who were hospitalized with Covid-19 and had evidence of lower respiratory tract infection. ","Refutes",30,"is remdesivir an effective treatment for COVID-19?"
"3689",6627,"Coronavirus disease-19 (COVID-19) caused by the severe acute respiratory syndrome coronavirus-2 (SARS-CoV-2) is now a pandemic threat. This virus is supposed to be spread by human to human transmission.","While coronavirus disease 2019 (COVID-19) mostly spreads from person to person, it can also spread from people to animals.","Refutes",67,"Can animals spread COVID-19?"
"3690",11824,"We estimate an overall infection fatality rate of 1.29% (95% credible interval [CrI] 0.89 - 2.01), as well as large differences by age, with a low infection fatality rate of 0.05% for under 60 year old (CrI 0-.19) and a substantially higher 4.25% (CrI 3.01-6.39) for people above 60 years of age.","young people breaking social distancing rules for the increase in coronavirus cases.","Neutral",21,"what are the mortality rates overall and in specific populations"
"3691",9819,"We determined and compared the humoral immune response in severe, hospitalized and mild, non-hospitalized COVID-19 patients."," person may still have immunity protection against COVID-19 even if antibodies aren't present","Neutral",120,"Do antibodies make you immune to COVID-19?"
"3692",11718,"Patients who take ACEIs and ARBS may be at increased risk of severe disease outcomes due to SARS-CoV-2 infections.","the drugs do not increase the risk that hospitalized patients with COVID-19 will develop severe complications or die. ","Refutes",20,"are patients taking Angiotensin-converting enzyme inhibitors (ACE) inhibitors at increased risk for COVID-19?"
"3693",7767,"Data indicate CVIR demonstrates significant trends across cannabis use intensity quintiles and with relaxed cannabis legislation. Recent cannabis use is independently predictive of CVIR in bivariate and multivariable adjusted models and intensity of use is interactively significant. Cannabis thus joins tobacco as a SARS2-CoV-2 risk factor.","Smoking weed and coronavirus: Even occasional use raises risk of Covid-19 complications","Supports",75,"Can smoking cannabis (weed) help in preventing COVID-19?"
"3694",7901,"Male, older than 65, and smoking were risk factors for disease progression in patients with COVID-19 (male: OR=1.76, 95% CI (1.41, 2.18), P < 0.00001;","Smoking weed and coronavirus: Even occasional use raises risk of Covid-19 complications","Supports",75,"Can smoking cannabis (weed) help in preventing COVID-19?"
"3695",5877,"5G communication technology has the characteristics of faster speed, shorter time delay and denser capacity. In COVID-19 epidemic prevention and control work, it can further improve the efficiency of doctors&apos; diagnosis, improve patients&apos; medical experience, realize the remote sharing of high-quality medical resources and real-time information exchange, effectively block the spread of epidemic, alleviate the shortage of medical resources and medical staff, and make the epidemic prevention and control more efficient.","many scientific documents on the health effects of 5G have verified that it causes flu-like symptoms. ","Refutes",56,"Can 5G technology cause COVID-19?"
"3696",2637,"Early mild symptoms appeared during course of disease provide a chance to early detect Covid-19.","COVID symptoms include a high fever, a new cough, and loss of smell and taste","Neutral",26,"what are the early symptoms of COVID-19?"
"3697",2191,"the centralized social distancing is necessary to minimize the pandemic spreading.","2 m, or 6 feet, do not represent a wall, but rather that behaviour can help minimize risk by increasing separation distances and relative position for longer conversations when masks are not used","Supports",10,"has social distancing had an impact on slowing the spread of COVID-19?"
"3698",7377,"For NSAIDs, there is no clear scientific evidence linking ibuprofen and other NSAIDs to worsening of COVID-19; however, it seems prudent to continue them, if necessary to control pericarditis, and on the other hand, to prefer paracetamol for fever and systemic symptoms related to COVID-19.","There is no evidence that ibuprofen or other non-steroidal anti-inflammatory drugs can make COVID-19 cases more severe. ","Supports",69,"Can taking medication to lower fever, such as paracetamol (tylenol) and ibuprofen (advil) worsen COVID-19?"
"3699",889,"Correcting for that distributed delay and offering conservative estimates, we find a negative relationship between temperatures above 25 degrees Celsius and estimated reproduction number ([R]), with each degree Celsius associated with a 3.1% (95% CI, 1.5% to 4.8%) reduction in [R]. Higher levels of relative humidity strengthen the negative effect of temperature above 25 degrees.","As the COVID-19 outbreak continues to expand globally, many are asking what may happen to the outbreak as winter turns to spring","Neutral",2,"how does the coronavirus respond to changes in the weather"
"3700",7823,"Since many articles have reported the effect of smoking (tobacco and cannabis) and vaping in cerebrovascular and neurological systems, and considering that smokers are more prone to viral and bacterial infection compared to non-smokers, it is high time to explore the probable correlation of smoking in COVID-19 patients.","Smoking weed and coronavirus: Even occasional use raises risk of Covid-19 complications","Supports",75,"Can smoking cannabis (weed) help in preventing COVID-19?"
"3701",7737," Based on the mechanisms described earlier, our hypothesis is that light could reduce the lethality of COVID-19.","UV Light is a really good way to tackle coronavirus","Refutes",73,"Does UV light help in preventing covid-19?"
"3702",6099,"This review focused on the use of plant-based foods for enhancing the immunity of all aged groups against COVID-19.","there is insufficient scientific evidence to show that drinking tea is effective in preventing or curing COVID-19 infections","Neutral",58,"Can drinking hot green tea help in preventing COVID-19?"
"3703",2214,"the centralized social distancing is necessary to minimize the pandemic spreading.","social distancing can not help you to avoid catching or spreading a virus","Refutes",10,"has social distancing had an impact on slowing the spread of COVID-19?"
"3704",13862,"Several efforts are currently made to find a treatment for COVID-19 patients. So far, several anti-viral and immunosuppressive or immunomodulating drugs have demonstrated some efficacy on COVID-19 both in vitro and in animal models as well as in cases series. ","camostat mesylate was active against other coronaviruses, including SARS-CoV. ","Neutral",5,"are there any drugs that work for SARS-CoV or SARS-CoV-2 in animals?"
"3705",10015,"Airborne transmission of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) via air-conditioning systems poses a significant threat for the continued escalation of the current coronavirus disease (COVID-19) pandemic.","Air Conditioning May Be Spreading COVID","Neutral",129,"Does heat prevent COVID-19?"
"3706",1726,"social distancing and have seen slowing the spread of COVID-19.","social distancing can not help you to avoid catching or spreading a virus","Refutes",10,"has social distancing had an impact on slowing the spread of COVID-19?"
"3707",7973,"Cough, fever, headache and asthenia were the most prevalent symptoms.","A fever, cough, and shortness of breath are still the more common signs of COVID-19","Supports",80,"Is a headache sign of the coronavirus disease?"
"3708",9100,"ferrets and cats are highly susceptible to SARS-CoV-2 as infected by virus inoculation and can transmit the virus directly or indirectly by droplets or airborne routes.","Coronavirus: No proof yet that pets can get COVID-19 from owners","Refutes",95,"Can animals spread COVID-19 to people?"
"3709",4639,"CONCLUSION The use of IV vitamin C in patients with moderate to severe COVID-19 disease may be feasible.","A vaccine to cure the disease is available","Neutral",51,"Does Vitamin C impact COVID-19 prevention and treatment?"
"3710",9646,"Between 1st March and 15th May 2020, 166 children (<18 years of age) presented to a specialist childrens hospital with clinical features of possible COVID-19 infection. 65 patients (39.2%) tested positive for SARS-CoV-2 virus. ","Can children get COVID-19? Sean O'Leary, MD, MPH, FAAP Answer Yes","Supports",116,"Can children get COVID-19?"
"3711",2558,"In our cohort, ODs were an early symptom of COVID-19","The likelihood of shoes spreading COVID-19 is very low","Neutral",26,"what are the early symptoms of COVID-19?"
